id_venda,id_produto,id_cliente,data_venda,quantidade,preco_unitario
734,47,130,2025-06-13,4,179.13
735,33,74,2025-02-16,4,690.37
736,22,161,2024-02-02,5,573.33
737,10,52,2023-11-12,2,633.65
738,41,76,2024-07-12,2,123.08
739,40,8,2024-04-21,2,213.47
740,41,60,2025-01-24,5,112.43
741,6,189,2024-03-12,3,214.86
742,40,28,2024-09-03,5,235.06
743,27,135,2025-07-13,3,786.57
744,26,135,2024-04-30,4,518.57
745,29,101,2023-11-05,1,596.83
746,9,29,2024-08-19,2,582.27
747,2,19,2025-07-28,2,283.12
748,50,123,2024-07-12,3,148.04
749,42,36,2024-06-03,2,232.35
750,25,46,2024-09-15,5,358.94
751,21,111,2024-07-11,4,368.89
752,34,181,2024-08-15,4,40.69
753,35,166,2025-08-10,2,730.94
754,4,152,2024-12-27,4,100.87
755,41,69,2025-05-11,2,128.22
756,25,47,2024-10-23,5,326.42
757,17,55,2025-01-17,4,339.64
758,20,7,2025-03-16,5,629.97
759,15,58,2025-07-23,4,619.01
760,37,50,2025-05-21,4,115.85
761,28,189,2023-12-10,3,352.84
762,4,175,2023-11-29,5,95.48
763,18,195,2024-04-18,1,292.73
764,5,176,2023-11-03,4,307.62
765,9,84,2024-06-06,2,527.61
766,44,193,2023-10-02,3,289.77
767,50,104,2025-08-24,5,146.64
768,4,84,2025-06-03,3,80.6
769,15,106,2023-09-17,2,611.61
770,50,54,2025-03-09,4,107.35
771,23,174,2024-05-18,1,367.91
772,48,188,2025-08-06,3,151.43
773,27,198,2025-02-07,3,692.48
774,16,175,2024-12-07,5,485.25
775,25,91,2023-12-26,4,273.9
776,34,87,2024-09-19,5,34.9
777,26,101,2024-02-01,4,522.42
778,21,155,2024-08-10,4,318.42
779,40,160,2023-11-08,4,229.98
780,13,118,2024-12-11,5,556.94
781,15,123,2024-01-25,4,523.75
782,45,27,2025-06-28,3,507.17
783,16,101,2023-09-18,4,638.05
784,21,24,2024-09-21,1,355.92
785,43,195,2024-10-07,5,177.5
786,19,195,2024-01-04,5,333.35
787,17,38,2025-07-31,2,310.69
788,44,59,2024-08-07,1,369.37
789,2,143,2023-10-13,2,258.99
790,28,7,2023-12-07,5,393.12
791,35,6,2024-12-26,1,574.53
792,36,4,2024-12-26,4,556.16
793,45,95,2024-06-04,2,391.67
794,21,8,2024-02-03,1,328.37
795,9,110,2024-09-17,1,611.14
796,19,134,2024-09-13,5,351.81
797,42,34,2023-09-12,1,235.43
798,3,10,2024-05-17,5,211.89
799,21,131,2024-03-12,3,309.36
800,49,154,2023-09-15,2,40.56
801,14,44,2025-06-05,3,571.43
802,7,152,2025-03-27,5,62.09
803,6,138,2025-03-07,2,154.03
804,50,87,2025-07-31,2,130.05
805,9,157,2024-11-06,2,655.75
806,18,187,2025-03-12,4,319.44
807,2,90,2024-07-07,4,288.21
808,27,182,2024-08-29,1,645.14
809,9,1,2025-06-25,1,490.98
810,22,74,2023-11-28,1,590.98
811,16,9,2024-09-15,5,531.91
812,46,128,2023-09-09,3,233.26
813,4,125,2025-02-04,3,94.56
814,24,26,2024-10-06,4,507.97
815,4,173,2025-02-07,2,91.59
816,34,184,2024-11-29,1,41.19
817,6,55,2025-06-10,4,212.76
818,13,129,2023-12-20,3,409.74
819,14,20,2025-01-17,1,600.0
820,31,49,2025-02-28,3,849.6
821,42,148,2024-05-23,4,198.58
822,21,125,2024-09-26,4,372.98
823,43,69,2025-01-30,4,197.13
824,18,111,2025-05-26,5,338.94
825,8,11,2025-08-21,1,357.92
826,11,16,2025-01-27,1,613.47
827,34,73,2023-11-30,4,35.97
828,47,140,2025-01-02,1,201.34
829,6,156,2024-11-02,2,162.44
830,44,50,2024-04-06,3,298.36
831,19,173,2024-11-05,3,309.66
832,43,9,2023-11-22,4,170.29
833,28,24,2024-01-12,4,307.33
834,15,107,2024-05-12,5,493.17
835,40,4,2024-11-18,3,186.77
836,15,25,2025-02-17,1,483.81
837,46,104,2023-11-21,5,168.79
838,40,154,2023-09-30,1,228.58
839,4,74,2023-11-04,4,92.93
840,23,117,2024-01-03,4,450.97
841,47,197,2024-09-15,4,163.02
842,40,177,2024-08-17,2,241.12
843,18,106,2024-08-31,3,303.02
844,28,142,2024-06-07,4,333.74
845,18,89,2024-09-27,2,331.47
846,23,147,2025-06-19,2,443.72
847,5,180,2025-06-26,2,331.95
848,32,28,2025-01-25,3,403.46
849,6,89,2025-06-29,3,191.59
850,12,100,2025-08-18,2,35.09
851,44,136,2024-05-11,3,348.46
852,48,196,2023-09-17,1,110.42
853,37,113,2024-01-18,2,147.41
854,42,160,2024-02-11,3,195.15
855,37,119,2025-01-18,5,108.99
856,41,117,2025-03-02,3,113.01
857,32,61,2024-10-09,3,547.43
858,8,113,2025-05-20,2,440.8
859,22,190,2024-08-23,4,518.74
860,18,82,2024-07-25,1,268.55
861,16,67,2025-08-25,1,501.48
862,33,83,2024-11-15,1,581.01
863,25,105,2024-09-27,1,368.55
864,50,100,2024-09-16,1,112.12
865,23,104,2023-09-17,1,381.88
866,35,143,2025-04-25,4,536.64
867,5,89,2024-12-26,2,337.08
868,43,74,2024-12-28,4,204.04
869,43,53,2024-08-16,2,193.05
870,44,41,2024-09-12,1,338.04
871,3,73,2024-06-17,1,249.64
872,14,155,2024-09-25,3,483.42
873,16,93,2023-12-14,2,688.04
874,2,64,2024-11-10,4,242.37
875,14,151,2024-08-20,1,640.8
876,1,5,2025-06-01,3,496.54
877,23,49,2023-10-20,5,436.63
878,12,188,2025-04-05,2,30.99
879,43,80,2025-06-08,5,216.79
880,26,64,2025-03-02,3,582.21
881,28,176,2024-07-14,3,405.15
882,12,12,2025-01-01,2,32.96
883,1,187,2023-11-09,5,370.82
884,27,164,2025-05-27,1,645.29
885,24,75,2023-12-23,4,537.38
886,20,148,2024-06-10,5,660.6
887,15,94,2025-03-24,1,579.07
888,45,101,2024-03-11,3,395.36
889,49,62,2025-02-04,4,31.36
890,33,194,2025-03-03,4,694.66
891,14,112,2025-05-31,2,656.25
892,1,90,2024-08-28,3,403.26
893,32,81,2024-01-01,4,446.3
894,28,139,2023-11-05,3,325.65
895,30,162,2024-04-09,3,427.1
896,24,49,2024-09-03,2,393.12
897,12,120,2025-01-02,5,34.99
898,50,18,2024-12-03,1,145.91
899,49,182,2024-12-24,2,30.76
900,13,67,2023-10-14,5,568.79
901,19,199,2025-03-01,1,412.04
902,36,72,2025-02-19,1,405.19
903,50,122,2023-10-22,2,115.4
904,17,82,2024-01-09,3,349.86
905,27,196,2025-08-21,4,821.25
906,16,157,2025-03-28,3,526.43
907,27,126,2023-11-01,2,696.25
908,28,20,2025-05-14,2,373.28
909,48,68,2024-10-25,3,121.69
910,42,52,2023-12-15,2,243.34
911,36,106,2024-04-08,5,466.13
912,12,62,2025-01-14,2,31.92
913,11,190,2025-02-10,2,644.08
914,16,130,2025-01-28,2,666.85
915,4,75,2024-10-19,4,85.83
916,11,165,2025-08-15,1,713.04
917,19,84,2024-04-08,1,301.64
918,22,187,2024-10-22,4,512.74
919,12,38,2025-01-06,1,39.92
920,48,185,2024-01-03,2,140.49
921,12,101,2024-11-25,3,36.61
922,47,87,2024-10-14,3,202.47
923,21,124,2024-03-16,2,406.54
924,7,154,2024-10-14,3,65.51
925,35,42,2024-11-12,2,618.09
926,13,102,2025-08-16,2,435.52
927,8,133,2024-02-26,5,386.96
928,32,90,2025-02-04,3,423.22
929,29,44,2025-02-21,3,743.01
930,9,11,2024-10-04,1,541.5
931,11,12,2025-04-19,3,842.9
932,7,172,2023-10-09,2,61.92
933,21,181,2025-07-14,5,380.99
934,19,183,2025-03-20,4,443.01
935,39,106,2025-05-15,3,529.23
936,16,43,2024-05-30,4,478.92
937,46,177,2025-04-29,3,157.83
938,12,149,2024-08-18,5,35.21
939,5,110,2025-03-06,1,313.68
940,34,39,2024-01-10,1,47.29
941,32,141,2024-11-13,5,542.62
942,2,33,2024-12-06,3,227.12
943,18,103,2025-06-12,3,300.85
944,37,23,2024-11-26,1,103.54
945,42,143,2024-07-16,2,218.82
946,29,105,2024-04-08,1,753.29
947,24,47,2023-12-24,1,542.38
948,29,65,2025-04-25,3,596.28
949,31,28,2024-01-27,3,760.67
950,26,73,2025-03-20,1,524.32
951,3,20,2024-05-10,1,237.65
952,10,34,2024-11-09,5,612.62
953,43,52,2023-10-01,1,213.85
954,1,53,2024-10-13,1,487.42
955,48,191,2025-05-05,1,106.6
956,4,200,2025-06-10,2,92.36
957,15,1,2023-09-19,1,526.32
958,42,128,2024-12-18,3,175.03
959,30,102,2024-04-19,2,478.12
960,23,180,2023-10-07,2,531.59
961,18,135,2024-06-05,1,365.22
962,33,144,2025-06-12,2,694.05
963,36,5,2023-12-02,5,432.85
964,49,168,2024-08-29,1,28.84
965,43,31,2024-01-19,3,250.45
966,11,108,2024-01-01,3,616.38
967,38,52,2025-08-05,4,409.67
968,12,70,2024-04-30,3,41.15
969,10,130,2024-03-15,5,534.67
970,39,65,2025-07-21,5,520.7
971,26,83,2024-11-11,5,570.82
972,3,85,2023-09-08,1,201.92
973,49,174,2023-09-08,1,31.17
974,15,47,2025-03-18,2,532.46
975,13,182,2025-06-24,4,580.79
976,29,14,2024-05-22,4,591.34
977,39,40,2024-01-12,4,454.03
978,16,188,2025-01-21,4,609.0
979,28,174,2025-05-17,3,304.42
980,45,44,2024-05-25,1,450.5
981,44,65,2024-09-21,5,401.74
982,50,56,2024-11-28,2,134.93
983,9,136,2023-09-06,4,610.34
984,39,163,2025-01-27,1,483.59
985,18,24,2024-03-09,2,265.88
986,10,38,2024-02-24,2,558.99
987,30,107,2024-01-01,1,461.51
988,45,190,2025-01-15,2,452.31
989,5,94,2024-02-21,2,326.15
990,19,155,2024-04-05,2,308.82
991,37,114,2025-04-16,4,134.93
992,31,109,2024-11-14,1,743.64
993,18,180,2024-10-11,1,262.99
994,7,24,2024-10-13,2,69.92
995,48,150,2025-01-26,4,157.55
996,10,9,2024-09-13,3,684.43
997,21,59,2025-06-14,4,400.51
998,35,36,2025-02-14,2,633.42
999,26,38,2023-12-01,2,595.43
1000,22,41,2023-12-13,2,458.24
1001,36,172,2025-07-08,2,530.33
1002,46,151,2023-10-20,2,200.96
1003,40,120,2025-06-12,3,170.35
1004,6,145,2024-04-28,1,179.39
1005,34,9,2023-11-25,3,42.17
1006,44,85,2024-11-18,2,391.91
1007,30,24,2025-05-14,2,589.61
1008,32,114,2025-05-18,2,468.39
1009,30,122,2025-07-29,4,509.41
1010,5,177,2025-05-10,3,421.9
1011,34,166,2024-03-06,5,47.06
1012,45,42,2024-03-09,3,423.31
1013,1,148,2023-12-27,1,427.09
1014,25,92,2025-03-26,3,298.22
1015,13,106,2024-10-30,3,555.54
1016,18,65,2024-02-18,2,286.1
1017,20,34,2025-08-10,4,604.68
1018,20,45,2023-10-03,4,653.77
1019,3,116,2025-09-03,1,258.43
1020,40,46,2024-08-20,3,252.24
1021,50,110,2023-12-15,2,132.5
1022,4,17,2024-11-26,3,79.05
1023,7,34,2023-12-09,4,64.89
1024,28,132,2025-06-04,3,394.03
1025,42,96,2024-08-18,3,231.73
1026,21,29,2023-09-13,2,396.45
1027,46,134,2024-07-31,4,230.15
1028,16,170,2024-02-05,4,546.05
1029,35,150,2025-03-02,5,682.8
1030,50,194,2024-03-22,1,126.76
1031,48,57,2024-06-08,3,116.26
1032,40,54,2024-03-07,3,204.55
1033,43,131,2024-10-02,4,217.32
1034,1,4,2025-04-28,4,469.3
1035,28,7,2025-05-02,5,402.99
1036,23,153,2024-05-01,5,515.53
1037,20,86,2024-08-12,2,687.25
1038,46,129,2023-11-02,3,167.38
1039,38,155,2024-01-24,4,394.31
1040,47,188,2023-09-14,3,182.59
1041,38,7,2024-09-20,4,447.39
1042,12,20,2025-08-10,5,35.09
1043,10,199,2024-04-03,2,657.73
1044,1,121,2024-11-18,2,349.37
1045,21,147,2024-10-22,1,360.17
1046,12,191,2025-02-25,2,40.49
1047,24,159,2024-03-15,4,555.4
1048,17,143,2024-05-18,5,429.67
1049,20,86,2025-05-07,2,580.3
1050,26,33,2025-01-16,4,516.27
1051,21,139,2024-02-10,5,377.76
1052,49,93,2024-03-15,1,30.83
1053,36,46,2023-10-24,2,582.2
1054,18,32,2025-04-05,1,283.32
1055,47,131,2025-02-15,2,180.05
1056,38,74,2024-11-03,4,403.17
1057,27,40,2024-01-17,4,769.18
1058,45,25,2024-08-13,3,438.93
1059,37,115,2025-06-05,2,112.45
1060,39,5,2023-09-12,1,516.97
1061,46,114,2024-04-04,4,173.86
1062,11,29,2023-10-07,4,691.98
1063,48,149,2024-08-05,1,133.83
1064,50,66,2024-12-14,1,147.85
1065,26,143,2024-10-04,2,517.06
1066,49,105,2024-11-26,3,36.61
1067,3,99,2024-08-19,5,242.0
1068,12,129,2023-11-12,3,29.68
1069,16,38,2024-04-11,4,590.5
1070,39,141,2024-09-26,5,456.77
1071,21,140,2024-08-09,1,386.27
1072,50,73,2024-04-06,3,108.02
1073,35,132,2024-08-04,4,579.19
1074,44,155,2025-06-19,5,393.32
1075,41,160,2024-10-12,1,104.51
1076,41,88,2024-03-12,2,132.07
1077,23,131,2024-12-29,2,447.86
1078,38,122,2024-04-15,3,309.69
1079,25,158,2024-09-14,3,270.64
1080,34,10,2025-01-24,1,34.03
1081,32,109,2024-01-31,5,476.18
1082,48,126,2024-10-12,1,120.96
1083,50,177,2023-09-28,2,131.5
1084,28,91,2024-05-15,1,386.53
1085,25,91,2024-03-24,4,318.79
1086,18,188,2024-03-06,2,304.34
1087,25,97,2024-09-15,4,285.07
1088,30,146,2024-01-07,5,569.64
1089,47,124,2025-01-10,1,206.47
1090,5,131,2025-04-27,1,353.53
1091,12,77,2024-09-08,5,32.82
1092,9,144,2024-10-07,5,464.73
1093,11,186,2025-04-07,5,724.26
1094,42,55,2024-12-27,4,220.11
1095,48,44,2025-07-18,5,146.17
1096,19,8,2023-11-20,4,322.8
1097,1,70,2024-08-28,4,353.06
1098,47,114,2025-05-11,3,225.74
1099,17,196,2024-04-15,5,435.17
1100,26,91,2024-07-15,2,619.36
1101,49,164,2025-06-22,3,37.59
1102,47,58,2024-05-27,4,173.35
1103,23,76,2023-11-14,5,537.36
1104,32,23,2024-12-30,3,398.83
1105,22,71,2024-11-01,3,465.04
1106,26,132,2024-05-24,5,629.51
1107,1,46,2024-03-22,2,476.66
1108,16,82,2024-11-20,5,686.98
1109,5,18,2023-09-23,5,310.3
1110,46,121,2024-08-22,5,177.74
1111,19,36,2023-10-02,4,433.94
1112,32,146,2023-09-21,4,397.69
1113,45,36,2025-06-22,1,461.68
1114,31,83,2024-11-28,2,838.99
1115,36,168,2024-03-20,4,525.83
1116,26,2,2024-05-11,1,745.74
1117,2,194,2024-10-12,3,232.21
1118,17,121,2025-07-13,1,389.09
1119,14,125,2024-12-27,4,547.47
1120,16,148,2025-03-01,5,491.45
1121,1,7,2024-04-29,3,509.0
1122,31,15,2023-12-04,1,785.39
1123,27,53,2023-12-23,2,609.93
1124,49,8,2023-09-26,4,37.03
1125,5,56,2025-04-28,4,390.66
1126,7,129,2025-08-30,1,75.24
1127,29,43,2023-12-04,3,811.66
1128,6,110,2024-01-08,3,165.58
1129,14,133,2025-01-14,3,666.58
1130,28,57,2023-11-13,2,423.43
1131,36,71,2023-10-12,1,480.81
1132,43,7,2025-04-10,5,173.38
1133,37,42,2024-05-30,1,115.44
1134,14,177,2023-10-26,5,604.04
1135,11,3,2024-04-14,4,832.04
1136,25,155,2023-10-14,4,283.91
1137,13,37,2025-06-22,1,443.77
1138,48,160,2024-04-26,1,106.79
1139,5,153,2024-04-23,4,338.83
1140,8,53,2024-03-15,2,334.93
1141,49,86,2024-03-03,2,28.54
1142,34,15,2024-06-02,1,44.26
1143,23,130,2025-04-18,1,443.17
1144,4,116,2023-12-29,3,77.29
1145,27,168,2025-08-02,2,677.25
1146,18,60,2024-12-27,1,352.2
1147,21,188,2024-05-02,1,388.49
1148,48,157,2025-04-17,2,141.81
1149,21,85,2024-02-27,4,290.35
1150,33,8,2023-10-26,3,631.99
1151,30,86,2024-10-11,3,557.9
1152,32,65,2024-07-09,1,539.37
1153,21,186,2024-04-21,5,341.91
1154,2,165,2024-07-31,4,219.47
1155,44,103,2025-04-15,4,359.74
1156,50,121,2024-03-28,4,134.91
1157,38,180,2025-05-19,2,349.92
1158,44,29,2025-04-04,3,402.97
1159,23,97,2024-07-15,1,454.53
1160,3,29,2024-05-03,1,239.45
1161,42,37,2025-04-29,5,202.38
1162,28,187,2024-08-22,5,288.25
1163,34,94,2023-09-30,2,41.17
1164,33,96,2023-12-08,5,747.33
1165,17,144,2024-01-27,2,433.64
1166,20,1,2025-04-23,3,655.74
1167,29,76,2024-09-08,5,809.9
1168,36,113,2024-06-28,1,494.24
1169,24,2,2025-06-11,5,375.41
1170,41,197,2023-11-07,1,106.79
1171,45,70,2024-12-10,2,530.82
1172,38,47,2024-02-06,2,396.15
1173,8,58,2024-11-10,5,437.12
1174,42,161,2025-01-29,2,193.63
1175,32,41,2023-10-12,2,524.86
1176,49,111,2024-05-29,4,37.73
1177,37,45,2025-05-24,3,149.42
1178,1,192,2024-01-26,2,479.82
1179,35,185,2025-02-18,3,545.02
1180,4,172,2024-09-04,2,76.98
1181,48,134,2023-10-19,3,149.76
1182,6,115,2024-08-10,4,183.82
1183,28,46,2024-06-02,5,310.62
1184,35,67,2024-04-08,3,612.81
1185,33,46,2025-04-24,3,708.21
1186,6,29,2023-11-10,1,150.46
1187,24,187,2024-11-29,2,386.92
1188,16,186,2025-07-12,2,487.58
1189,21,69,2025-08-17,5,294.65
1190,29,149,2023-12-18,2,645.99
1191,4,44,2024-06-23,5,80.75
1192,47,48,2024-01-17,3,193.93
1193,13,54,2023-12-05,1,554.43
1194,43,116,2025-03-22,3,196.12
1195,26,92,2024-10-12,1,624.91
1196,36,75,2024-02-21,3,505.25
1197,23,63,2025-06-12,5,406.25
1198,5,135,2024-03-11,3,345.97
1199,4,125,2023-09-18,5,101.22
1200,18,7,2025-08-03,2,299.41
1201,27,119,2025-05-07,3,781.06
1202,9,2,2024-01-30,1,623.86
1203,31,195,2023-09-16,4,693.76
1204,22,76,2023-11-17,3,532.49
1205,33,112,2024-10-10,5,776.06
1206,42,55,2024-09-20,3,182.06
1207,16,84,2024-01-21,1,679.19
1208,38,124,2025-03-12,4,377.25
1209,21,126,2024-11-22,1,378.57
1210,20,187,2024-03-23,1,510.93
1211,48,125,2025-03-10,5,154.93
1212,49,160,2025-09-03,2,33.32
1213,42,77,2024-10-07,1,206.32
1214,4,48,2024-05-05,4,92.67
1215,13,19,2025-03-13,1,459.12
1216,43,177,2025-03-13,3,174.75
1217,27,174,2024-04-16,5,562.91
1218,2,148,2024-02-27,1,274.06
1219,43,11,2025-02-27,4,192.38
1220,36,136,2024-05-11,2,507.8
1221,38,107,2024-05-10,4,360.07
1222,7,135,2024-01-09,2,67.92
1223,17,165,2025-01-26,2,416.14
1224,38,60,2024-08-17,5,385.2
1225,29,185,2025-03-12,2,767.69
1226,13,154,2025-03-02,2,427.51
1227,34,188,2024-11-04,1,39.59
1228,50,85,2024-11-24,3,104.03
1229,9,26,2024-12-22,1,550.28
1230,15,18,2024-09-29,5,541.07
1231,23,163,2023-12-26,3,490.17
1232,41,162,2024-12-04,2,116.78
1233,36,74,2024-05-16,3,521.91
1234,31,117,2023-11-03,3,603.76
1235,20,13,2025-07-12,3,690.28
1236,17,77,2023-12-22,2,354.56
1237,32,112,2025-02-26,4,540.82
1238,32,73,2024-01-09,3,403.4
1239,46,122,2024-10-02,4,206.41
1240,19,165,2024-01-14,1,385.59
1241,7,22,2023-10-03,1,57.18
1242,26,193,2025-06-01,1,593.86
1243,14,186,2024-03-07,4,508.72
1244,19,113,2025-04-07,4,313.53
1245,28,95,2025-04-04,2,372.37
1246,32,97,2024-10-04,4,392.05
1247,27,84,2024-06-29,4,701.93
1248,45,139,2024-12-02,5,423.12
1249,33,129,2023-11-03,5,598.12
1250,11,2,2024-11-06,4,633.61
1251,14,142,2023-12-26,3,602.93
1252,39,192,2024-07-02,3,448.96
1253,15,150,2024-06-21,3,485.21
1254,43,150,2025-08-05,4,223.1
1255,50,133,2025-04-30,3,114.0
1256,24,26,2024-08-12,5,473.96
1257,23,190,2023-12-28,4,426.23
1258,29,92,2025-01-15,2,730.73
1259,17,136,2025-06-28,1,312.04
1260,45,28,2024-09-20,3,509.54
1261,48,21,2023-10-06,5,132.68
1262,10,99,2025-02-02,4,664.44
1263,19,75,2024-07-28,5,434.41
1264,7,91,2025-02-14,1,64.17
1265,18,139,2023-12-18,5,268.19
1266,34,16,2024-07-20,3,49.21
1267,23,175,2025-01-31,2,396.35
1268,29,63,2024-09-27,1,781.73
1269,41,155,2024-09-29,2,100.37
1270,37,191,2024-10-12,4,122.1
1271,39,190,2024-02-09,2,442.77
1272,39,151,2025-08-24,5,412.81
1273,50,152,2025-07-11,4,134.28
1274,48,14,2025-01-25,2,154.71
1275,24,195,2024-11-16,1,484.09
1276,28,54,2024-12-25,5,423.6
1277,43,187,2023-11-20,2,229.88
1278,18,142,2024-01-11,2,312.73
1279,25,59,2023-11-23,4,376.93
1280,46,166,2025-04-20,2,176.33
1281,4,76,2025-08-29,4,90.34
1282,34,196,2023-09-06,4,36.15
1283,46,55,2024-08-25,4,206.75
1284,37,68,2025-01-19,4,104.73
1285,42,47,2024-10-21,2,222.6
1286,35,97,2024-03-17,1,525.82
1287,26,157,2025-04-04,4,697.34
1288,44,84,2023-12-09,5,403.03
1289,28,11,2024-06-21,2,403.94
1290,40,107,2024-12-26,1,218.14
1291,8,18,2025-08-03,1,422.49
1292,16,33,2024-03-09,5,617.05
1293,21,150,2025-06-07,2,280.53
1294,8,153,2023-10-27,5,462.68
1295,47,25,2025-07-26,4,160.17
1296,24,182,2024-01-25,2,537.35
1297,18,122,2025-08-17,2,313.93
1298,8,68,2025-08-23,5,363.31
1299,5,96,2025-04-21,3,372.46
1300,6,200,2024-07-16,5,166.8
1301,4,172,2023-10-13,3,87.97
1302,22,106,2025-02-21,2,517.93
1303,16,70,2024-05-06,2,533.37
1304,46,115,2024-09-25,2,168.97
1305,30,132,2024-12-22,3,556.25
1306,48,7,2025-01-25,3,139.39
1307,8,153,2025-06-20,2,393.58
1308,7,199,2024-02-28,2,58.26
1309,49,2,2024-07-18,1,40.65
1310,5,178,2024-06-04,3,301.29
1311,36,85,2024-05-07,4,500.87
1312,42,6,2024-10-10,3,240.62
1313,38,143,2024-03-03,2,306.55
1314,5,120,2024-02-18,5,300.55
1315,12,138,2025-07-03,3,30.82
1316,36,37,2024-09-01,1,451.92
1317,34,71,2023-09-22,5,45.47
1318,39,136,2024-10-29,4,529.9
1319,45,133,2025-03-24,2,418.11
1320,29,132,2025-04-11,2,718.76
1321,12,65,2025-04-30,2,41.45
1322,26,103,2025-05-30,2,676.49
1323,29,87,2024-04-06,2,798.93
1324,36,174,2025-05-27,4,503.54
1325,50,28,2025-01-16,2,140.04
1326,33,66,2024-10-17,2,769.79
1327,32,4,2024-09-16,2,409.4
1328,27,47,2025-06-30,2,680.46
1329,6,16,2024-09-07,3,176.54
1330,46,179,2024-11-01,3,220.29
1331,23,95,2025-07-24,3,441.93
1332,47,197,2025-05-01,1,158.79
1333,22,184,2024-10-05,1,505.38
1334,17,150,2025-02-07,2,426.73
1335,15,46,2025-06-19,3,522.72
1336,18,169,2024-10-10,5,325.89
1337,19,146,2025-08-06,5,409.47
1338,16,126,2025-01-25,1,685.25
1339,39,98,2025-01-11,3,421.04
1340,40,27,2025-03-26,5,225.39
1341,24,21,2024-03-18,1,375.77
1342,46,68,2025-05-31,4,185.08
1343,31,23,2024-11-02,4,841.02
1344,11,32,2025-03-25,4,795.43
1345,19,28,2024-12-29,4,418.47
1346,11,113,2024-09-30,4,700.26
1347,36,6,2025-06-16,5,473.73
1348,47,77,2024-08-16,5,209.93
1349,20,115,2023-10-16,4,491.49
1350,20,110,2023-10-13,3,461.7
1351,6,157,2023-12-16,5,212.02
1352,14,152,2024-04-23,1,644.44
1353,7,112,2023-12-03,4,55.71
1354,21,70,2024-09-30,2,311.69
1355,29,155,2025-02-22,1,748.76
1356,20,39,2025-06-18,4,541.39
1357,25,65,2024-01-08,5,259.86
1358,45,157,2023-12-04,2,545.84
1359,28,113,2024-05-03,3,309.74
1360,30,119,2025-05-10,3,556.31
1361,11,117,2024-12-20,1,693.02
1362,26,98,2024-10-08,5,529.95
1363,21,12,2023-09-30,3,320.46
1364,14,179,2025-07-16,4,688.59
1365,34,36,2025-03-02,2,38.36
1366,5,39,2024-08-29,2,432.14
1367,45,61,2024-07-13,3,428.42
1368,19,62,2025-06-24,4,435.83
1369,42,48,2024-12-09,5,225.39
1370,18,125,2024-01-19,3,355.98
1371,20,93,2024-01-13,5,520.0
1372,2,126,2025-04-13,5,239.43
1373,49,175,2024-10-05,4,31.11
1374,24,183,2023-10-29,1,395.27
1375,10,107,2023-10-06,5,556.62
1376,46,195,2025-07-17,3,210.18
1377,30,148,2024-11-25,2,513.38
1378,41,94,2025-06-23,1,93.06
1379,37,193,2025-03-23,1,136.43
1380,27,137,2025-07-23,3,826.27
1381,40,27,2025-03-02,5,239.52
1382,29,83,2023-12-26,3,709.26
1383,46,107,2024-03-12,4,180.53
1384,47,30,2025-08-11,4,188.65
1385,25,190,2025-07-18,4,323.95
1386,5,122,2024-04-21,3,342.93
1387,34,118,2023-11-18,4,43.34
1388,8,51,2024-05-26,1,354.59
1389,41,129,2024-02-02,2,130.9
1390,34,13,2024-06-15,1,46.57
1391,39,187,2024-07-05,5,392.73
1392,3,43,2023-12-02,4,197.01
1393,18,62,2024-09-30,1,289.92
1394,42,22,2025-03-28,3,192.51
1395,20,16,2025-05-06,3,574.85
1396,23,18,2024-11-15,2,426.54
1397,4,70,2024-03-21,1,88.04
1398,27,200,2023-09-16,1,751.75
1399,29,43,2023-12-26,2,693.66
1400,48,86,2024-10-20,3,146.07
1401,1,197,2024-04-13,1,364.17
1402,20,35,2025-04-17,3,520.29
1403,32,7,2025-02-06,1,375.64
1404,50,160,2025-05-18,5,149.91
1405,6,127,2024-01-22,1,188.41
1406,27,61,2024-09-10,5,688.07
1407,34,63,2024-06-06,4,41.55
1408,8,151,2023-11-12,4,459.19
1409,31,154,2024-11-19,1,724.28
1410,24,86,2024-05-24,5,430.7
1411,37,117,2025-01-18,5,126.03
1412,32,184,2023-11-14,2,559.98
1413,20,31,2025-08-24,3,644.89
1414,23,34,2024-01-14,2,508.98
1415,39,108,2023-12-16,2,555.87
1416,8,121,2023-12-21,3,364.52
1417,30,39,2025-05-08,2,584.05
1418,17,11,2023-12-14,4,370.47
1419,2,28,2025-08-31,2,249.39
1420,27,14,2024-05-12,3,644.87
1421,6,182,2024-12-09,2,175.68
1422,21,174,2024-10-30,1,386.02
1423,15,164,2024-12-07,5,701.87
1424,7,149,2025-07-28,2,74.56
1425,38,49,2024-09-27,3,357.51
1426,30,129,2024-01-06,5,548.87
1427,41,2,2023-11-14,4,127.02
1428,14,55,2023-09-15,5,591.5
1429,32,54,2024-03-08,4,513.47
1430,45,196,2023-11-22,3,425.28
1431,39,92,2025-02-23,5,429.15
1432,34,176,2024-08-27,1,43.18
1433,23,170,2025-04-11,1,537.21
1434,25,86,2024-01-20,4,376.26
1435,12,20,2025-07-11,2,34.3
1436,3,57,2023-11-03,2,249.93
1437,44,145,2024-12-02,5,315.71
1438,11,108,2024-10-11,1,658.76
1439,29,79,2024-01-14,1,801.24
1440,19,9,2024-03-23,2,356.1
1441,21,59,2024-09-06,4,349.15
1442,36,113,2024-03-05,4,433.4
1443,40,87,2024-09-18,3,192.37
1444,37,115,2025-08-20,3,126.41
